author_name,rating,text
Helena Söderberg,5,"I alway feel welcome to SHC 😊 Very professional staff!! Many different classes 💪😅 PT’s and trainers to choose from, who always challenge us, always are positive, and in a good mood. Easy booking system. SHC makes me feel stronger, healthier and happier 😀"
Christian Dich,1,"Was ordering a guest visit as I was considering changing to SHC. I was standing in the gym at Radisson and ringed the bell for around 10 - 15 minutes in the hours there is staffer without any service.

Would not recommend visiting when handling potential customers like that."
popov dimitar,1,"Is the busiest fitness world what i ever seen before . It’s absolutely desastre. I cannot workout normally… today i make for 1h - just 3 exercises. I recommend to nobody subscribe there . They don’t care about the occupancy… (may be we need new covid pandemy) sale and sale new memberships. Also they grow up with the price ? For what? Unfortunately I’m looking for other place with a months; just here is noone option. I hope other companies make good the marketing. Repeat: not subscribe in this gym you will sorry a lot 😪 doesn’t matter the day; weekends ; evenings or mornings all the time is full full full , no one place free to work ! You pay your money for nothing!"
Sebastian,1,"Unfortunately this gym has been severely worsened by the “upgrade” in connection with the change to PureGym.
The machines (Matrix) are really bad and it seems that there’s less equipment too.
Will not be coming back."
Wouter Roosen,4,"Really like this gym,  I just think it gets a bit dirty. They vacuum every day but that seems to be it.  A lot of equipment and different types: machines,  free weights, kettle bells, balls etc... and great space too"
Lucas C,2,"They should put more space to park the bikes, it is very busy in the afternoon and I didn't like that they made me take off my shoes when that rule is not written anywhere"
Fab Indi,5,"Very nice gym with brand new machines. Very clean, paint is all new and staff is super nice.

Price is also great."
Nicolas Wirth,3,"Medium cleanliness, too few barbell racks compared to the total area this gym covers. Could be better, could be worse. It has never been too crowded and the clientele is nice."
Tyler C,1,"They always play games with pricing. Claim it's 134,50/month, then want to charge 143,18 with no explanation of the extra fee. It's clear you simply can't trust Fitness World."
Lassana Sanogo,5,"This gym is very clean, not overcrowded and reasonably priced. Give it a try."
subnet001,3,"If you wish to pick up heavy things and put them down again in the ugliest building in town you've come to the right place. This place has it all! It's got infinite running things, stay-still-pedallers, heavy handles, pull ropes, hard-to-pick-up-if-you're-weak balls, make-your-life-difficult machines and hulahoops. All are kept well maintained and on a leash if necessary. According to rumors, there are also classes for different things but I don't know anything about that. Get the app,  it helps with stuff I've never used and looks nice.

*EDIT* I'm revoking a star for no longer being open 24 hours! I wanna lift at night! Otherwise, no change."
Bill C,5,"399 kroner for 1 month or 75 kroner for 1 day.  No commitment or long-term contract.  The gym has everything you could want, everything is new and very nice.  Staff is also very good.  Highly recommend."
Jakob Stepke,5,Great Gym for bodybuilding. Arsenal pendulum and Hacksquat. Every hammerstrength machine. And also an area with bumper plates and CrossFit style Racks. + A big posing area
"Craig Kirsner, MBA",5,This is an amazing gym! They have everything you need for a great workout. I highly recommend it!
Mark Milton,5,"Great hardcore gym with brand new equipment. Everyone there was jacked as f, huge and roided out which is always a good sign you’re at the best gym in town."
Neetu Kumari,5,Very good gym space. And good guidance for beginners as well by the receptionist. There are in house personal trainer you can hire. Not very crowded. Overall very good. 10 min walk feom Ny ellebjerg Station.
Thomas Jansson,2,"Only 2 running machines, so not a normal gym, but mostly for body builders. Tiny unheated changing room. With a membership fee of 495DKK/month this is a joke."
TheFelza,1,"I was told one thing in English, then made sign something else in Danish, so they could charge me for time I wasn't even in Denmark"
Theis Egeberg,5,"Pretty much every type of training equipment you find yourself needing. It is open 24/7 and has a nice system for entering and exiting. The place is clean and neat, and the atmoshpere is relaxed. A special plus about this center is the high ceilings making the air circulation very nice. Staff is always smiling and friendly, never felt that it was overcrowded with visitors, even at peak hours."
Roy Moukarzel,5,"One of the best places to train in Denmark. Many locations specially in Copenhagen, with good equipment."
Sqweebo1,5,"These 5 stars are for the hardworking staff who make this gym shine. If by some chance they have been laid off or furloughed due to the pandemic, please hire them all again."
Andre Harris,5,This place is really nice... has tons of machines to use and is open 24hr. Perfect if your trying to avoid the crowds.
