,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
89,435,"It has now been difficult to find a cabinet that works for a long time. Today I drove home after trying 15 different lockers where the lock didn't work.
Are also tired of their own Corona rules not being followed.
So now I'm changing center.
Otherwise, I was happy to come there, so I hope they will soon get the various things under control so that I can come back.",8413a258-Christian.csv,-1.0,,,,,it has now ,Christian,SATS gym in Copenhagen,2.0,it has ,229.0
90,439,fantastic service. nice equipment.,8413a258-Christian.csv,,1.0,1.0,,,fantastic s,Christian,SATS gym in Copenhagen,5.0,fantast,233.0
91,440,"Super delicious place with all imaginable training tools from turf, weights and general cardio to cross-country skiing. Lots of air and light and nice changing rooms. There is free parking.
Remember that you must use the padlock here and not the membership card for the lockers",8413a258-Christian.csv,1.0,1.0,,,,super delic,Christian,SATS gym in Copenhagen,5.0,super d,234.0
92,451,"I’ve lived in San Francisco, Japan, Spain and now Copenhagen for a little bit, but this is by far the best gym I have ever been too for the cost. At this location, they have a live DJ from 4 to 8 PM on Monday evenings, and at the other location they have a live DJ at the same time on Tuesday evenings. It’s quite amazing for the price! It’s a nice thing to have as well to spice up the workout.

Plus, they have friendly staff, plenty of lockers to put away your stuff, a Zen room to do your own AI powered workout, and so many machines! Also, they have drinks and protein ice cream bars you can purchase.",8413a258-Christian.csv,1.0,1.0,1.0,,,i’ve lived ,Christian,gyms in Copenhagen,5.0,i’ve li,245.0
93,490,"If you like to get Energy into your bloodstream, that’s the place to go. ☀️
The personnel is also very nice and helpful 👍",8413a258-Christian.csv,,,1.0,,,if you like,Christian,gyms in Copenhagen,5.0,if you ,284.0
94,585,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.

The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres.",8413a258-Christian.csv,0.0,-1.0,,,,not the big,Christian,PureGym Aarhus,3.0,not the,379.0
95,604,"Old and No ergonomic equipment for free weights.
Benches are broken and probably at least 30 years old. They cannot fold due to broken mechanisms.
Towers are old and half broken.

Seriously one of the worst equipped gyms I have seen.",8413a258-Christian.csv,,-1.0,,,,old and no ,Christian,SATS gyms,2.0,old and,398.0
96,607,Its nice Gym to work out its clean and well organize 😊,8413a258-Christian.csv,,,,1.0,,its nice gy,Christian,SATS gyms,5.0,its nic,401.0
97,608,Its a nice and clean gym💪. Bra personal. I love it,8413a258-Christian.csv,,,,1.0,,its a nice ,Christian,SATS gyms,5.0,its a n,402.0
98,609,One the my  favourite place!!!,8413a258-Christian.csv,1.0,,,,,one the my ,Christian,SATS gyms,5.0,one the,403.0
99,610,It's a great gym unfortunately they closed the sauna.,8413a258-Christian.csv,1.0,-1.0,,,,it's a grea,Christian,SATS gyms,4.0,it's a ,404.0
100,4,"Has trained for many years here and Bornholmsvej, has just come from the Factory and good staff but has always been to you here as machines are the coolest and straight to, and everything is as I left it •20 figures •",a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,has trained,Sanna,Har Trænet i mangen år her får mest ud af det her 👍👍og…,5.0,has tra,3.0
101,8,"I trained 4-6 times a week for several years, as there is always a center nearby - super easy - so there is no excuse not to squeeze a quick workout into a busy everyday life, and still stick to a healthy and active lifestyle.Generally a friendly staff, wide selection of machines, as well as fun and efficient teams ",a1fa2be4-Sanna.csv,1.0,1.0,1.0,,1.0,i trained 4,Sanna,Altid et træningscenter tæt på,5.0,i train,7.0
102,12,"We train in PureGym at Christianshavn. It is a nice centre with a high ceiling - many opportunities for versatile training and you feel comfortable among the other guests in the center. There is almost always room to train - there is clean and nice and there is a friendly staff. However, there is very little area in the center for extension and self-training.",a1fa2be4-Sanna.csv,1.0,,1.0,1.0,1.0,we train in,Sanna,Christianshavn - et center med højt til loftet.,5.0,we trai,11.0
103,13,"New dumbbells are nice. The center always has a good tone and a welcoming staff. The bathroom and men's changing can easily withstand a refreshment. Currently, the men's bath has been rebuilt - though I find it highly questionable that there is no progress in the renovation at all!! The bath has been closed since the 20th and there is just scratched in a hole in the floor.",a1fa2be4-Sanna.csv,0.0,1.0,1.0,-1.0,,new dumbbel,Sanna,Centeret har altid en god tone og et imødekommende personale.,4.0,new dum,12.0
104,15,"Great to get going! Sometimes it can be difficult with the motivation, but then it's good to have a training taster who can keep you going.",a1fa2be4-Sanna.csv,1.0,,1.0,,,great to ge,Sanna,Super fedt at komme afsted!,4.0,great t,14.0
105,16,Got the worst treatment in Hobro after center manager has changed in my membership. My card didn't work that goes 14 days but fatigue text from center manager and staff before the card works again..the center is dirty and several machines are broken. Can't recommend the Hobro center. But Gug is super fine.,a1fa2be4-Sanna.csv,-1.0,-1.0,-1.0,-1.0,,got the wor,Sanna,Fik den værste behandling i Hobro efter…,1.0,got the,15.0
106,19,"It is a good place to train, here comes people of all age groups - the service is top and the same goes for machines, weights etc. and fine cleaning has been done.",a1fa2be4-Sanna.csv,1.0,1.0,1.0,1.0,,it is a goo,Sanna,God service og fine træningsforhold,5.0,it is a,18.0
107,20,"floors in the men's bathrooms are smooth so you have to walk very carefully, so some of the machines intrude when they break up all the time",a1fa2be4-Sanna.csv,-1.0,-1.0,,-1.0,,floors in t,Sanna,gulver i herrenes bade rum er glat så…,4.0,floors ,19.0
108,25,Good facilities and in general a good place to train,a1fa2be4-Sanna.csv,1.0,1.0,,,,good facili,Sanna,Gode træning,5.0,good fa,26.0
109,28,Good Teacher,a1fa2be4-Sanna.csv,1.0,,1.0,,,good teache,Sanna,God atmosfære,4.0,good te,29.0
110,29,Clean rooms and very friendly/ helpful staff!,a1fa2be4-Sanna.csv,1.0,,1.0,1.0,,clean rooms,Sanna,Venligt og hjælpsomt personale,4.0,clean r,30.0
111,37,The best machines in the city and the sweetest staff,a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,the best ma,Sanna,De bedste maskiner i byen og det…,5.0,the bes,40.0
112,38,Very fond of team training. Gets the whole body trained. Good instructors and good atmosphere. Space for everyone.,a1fa2be4-Sanna.csv,1.0,,1.0,,,very fond o,Sanna,Meget glad for holdtræning,5.0,very fo,42.0
113,45,Training centre with many machines and many options.,a1fa2be4-Sanna.csv,1.0,1.0,,,,training ce,Sanna,Træningscenter med mange maskiner,4.0,trainin,50.0
114,49,"Not the best place to train, too many in a gym.",a1fa2be4-Sanna.csv,-1.0,,,,,not the bes,Sanna,Ikke det bedste sted at træne,3.0,not the,55.0
115,51,"Nice clean, sweet staff and good atmosphere",a1fa2be4-Sanna.csv,1.0,,1.0,1.0,,"nice clean,",Sanna,Dejlig rent,5.0,nice cl,57.0
116,54,"I've been trying to work out in PureGym Vejlevej, Fredericia. My card has been jammed due to a situation that happened 3 days ago. I could understand on the manager who was working today (26/10/23 at 13.30) that the head office has decided to banish me for 2 years for threats which is the lie. Furthermore, the manager said that there is no sound on the surveillance but that I have threatened one of the members The right version is that I was pushed and threatened by a member who is clearly on steroids in PureGym. He was pushing me away and threatened me violently. The police came and questioned us both. The police closed the case (for 3 days ago 23/10/23 and did not want to look at the monitoring and assessed that he was not allowed to use both machines at the same time. But according to this manager's the head office will want to make a decision anyway. The police closed the case (for 3 days ago 23/10/23 and would not look at the monitoring and decided that there was no push on the threat or like. But the video. But, according to this case, the manager's got to the head manager's guy's guy's guy wants to run a guy's guy's quite want to make a decision anyway quite a decision. I made a decision. I made a decision. I made a decision. I have made a decision on the case.",a1fa2be4-Sanna.csv,-1.0,,-1.0,,,i've been t,Sanna,Udsat for vold i PureGym men er blevet bandlyst ???,1.0,i've be,60.0
117,64,"Go mood, friendly staff, and cleaning tiptop",a1fa2be4-Sanna.csv,1.0,,1.0,1.0,,"go mood, fr",Sanna,Go stemning,5.0,go mood,74.0
118,70,"Once again, PureGym proves to me how little their members mean. I meet in this morning to train. There are two women in the bike room who have really loud music, I go in and nicely ask if they won't turn down, where one of them breaks out that it's only for an hour and that they should be allowed to be here, I explain that the same thing applies to me and she just keeps repeating itself, so I just go out again. Later I get an email with a warning because of my inappropriate advice and then find out that one of the two women was a director. I don't get the opportunity to defend myself and tell my side and try to send a complaint to the member service, but also gets rejected and get a short answer to keep the warning. It's pure principle for me and it's so unfair, I've been a member for 10 years + and always behaved properly. To be treated like this after all ",a1fa2be4-Sanna.csv,-1.0,,-1.0,,,"once again,",Sanna,Urimelig behandling,1.0,once ag,80.0
