Unnamed: 0,author_name,text,annotator
708,P Gh,"Despite having good machines and lovely physical space, the staff and customer service is unappealing. If you dont speak Danish, it is probable to get overcharged by mistake because some of the staff are not well-trained with the system besides having language barrier. I paid fee for extra months while my membership was supposedly on pause. They sent me bills without even sending me a notification about reactivation beforehand. At the end of the complicated way through the customer service, the result was: ""I understand you but sorry we cant do anything, you have to pay the money"". Yeah, this is sad to pay fee for months when you could have attended the gym but you were unaware.
That was by far my poorest experience of customer service in Denmark.",Veron
709,Yana Maksimova,"I train there. Not long ago they changed their machines which seem to be with less quality than the older ones.
If you want to train after work be aware that the place can be crowded. It is on convenient spot but due to that it can be also hard to finish your training on time.
It is clean and you can always clean the machines before and after usage.",Veron
710,Ivan Hangstrup,"Always friendly staff. Cleaning is top notch. However, one could wish that men would fix their intimate shaving at home...
But nothing Fitness World can be held responsible for.",Veron
711,Hrvat,"A very nice place. Service helpful and nice. Plenty of exercise space, fitness room, nice locker room and shower. I recommend",Veron
712,William Løkke,Really nice training center with everything you need,Veron
713,Mads Carlsen,"There are sometimes problems with groups of teenage boys who make noise, come in casual clothes, and are not there to train but to socialize and film videos for social media.

In addition, it is a center that is not too overcrowded, and has an OK amount of equipment for such a small center, and the surroundings are not too noisy as the premises are spread out.",Veron
714,Tonni Jensen,The place if you want to train and be able to get to the machines. Still the place with good machines and space.,Veron
715,Chris Bateman,"Paid for a single session whilst on holiday. Was 49kr for a single or I think 100-109kr for a week.

Well equipped and big gym with friendly staff.",Veron
716,Afshin Loghmani M Toussi,"Very friendly staff.
It's one of the most expensive fitness world's centers in whole Denmark, but it's one of the most under equipped ones. You can find more equipment in lots of other cheaper centers and also the devices in this center already present in this one, either have less features or unadjusted, such as the treadmills, the scale and the rowing machines.",Veron
717,abhinav sekar,It's a fitness center. It's good.,Veron
718,Vera K,"I really enjoy Fitness World on Jens Baggesens vej. They have the best choice of training classes in Aarhus to my knowledge. I live in Tilst, but the Fitness World there basically has no classes at all.. maybe a handful spread over the week and often mornings.
So it is definitely worth driving to this other Fitness World with lots of evening classes and friendly staff.

The only thing is that in summer it can get very hot inside and the air is thick. So the ventilation can't keep up with the amount of people training.",Veron
719,suverenia,"Very expensive place considering that the sauna and steam bath never work properly. If the sauna is not down, then the steambath is down, and it takes months for them to fix. The steambath has currently been down for 2-3 months, and before the steambath broke down, the sauna was down for an equally long time. Conveniently, now that the steambath has been down for ages, they restricted the opening hours of the sauna to just a few hours a day, and it is practically closed in the weekends. Sauna and bathing area are usually dirty and unhygienic and often smell of urine. There is a lot of mold in the sauna, which they scrape off once in a while. The bench is bent and unstable, and the walls of the sauna are getting ripped apart. And noone gives a damn.

This fitness chain took down fitnessdk and turned it into utter garbage.",Veron
720,Lora Alexandrova,"It is my gym and I love it. Just go before 8am or after 7pm, otherwise it is super busy and you may have to even queue for machines",Veron
721,Ben Brownlee,"A good part of the Fitness World chain of gyms. Not their biggest gym in Aarhus, but it is spacious and well laid out. There are areas for cardio, machines, circuit training, free weights and a well-placed number of squat racks. Two large rooms are available for group classes.

The recent refurb has given a well deserved refresh to the place. Staff were very attentive when we were coming out of the covid restrictions. They seem to have fallen back into old patterns since. But are generally friendly and are there to help out.

My second favourite Fitness World in Aarhus.",Veron
722,Bardia Varasteh,"The staffs are super nice that is why I give this star for them.
But sorry that I cannot add any more stars since the center is super crowded! No matter when you go! Early morning! Evening! Week days weekends.... I think they should introduce some rule and dont accept new members since the center is too small for the people wanna to do workout! The last two times I had to just leave since I could not find any free spot to do workout!",Veron
723,H,"Great gym, best I've tried in Aarhus for the price.
Equipment is new, clean and much nicer to use than FW - locker room is a little small",Veron
724,Theodora Irava,"Totally disappointed!
I chose this gym because it was the cheapest from the town. Unfortunately, the services provided are really poor. The smell in the gym is awful, they do not have any ventilation at all, when you want to breath some fresh air, you have to open the window. There are also problems with the hygiene in the bathroom.
When I wanted to terminate my membership I had a lot of problems. I blocked my automate payment at the end of the month. In the first days of the next month I received a letter to announce me that they couldn't take money directly (they charged 160 dkk for the letter and because I blocked the automative payment). Afterwards they asked to pay for the current month even if I didn't go there anymore( I assumed that stopping to pay was enough-maybe this was partly my fault). When I arrived there they asked me to pay one more month if I want to terminate my membership. I ended up paying 450 dkk for nothing. Another problem is that you have to go personally there if you want to terminate the membership. The staff is hardly speaking English.
I strongly recommend to avoid this gym.",Veron
725,Martin Damgård Nielsen (Marhlder),"Great place for a casual workout. Not super clean and they are generally not very good at maintenance of their exercise machines, but most of their customers probably don't notice because they don't put on a lot of weight. I have been asking them multiple times to fix various things, but it seems everything that costs money comes at a slow place even though it seems they have plenty of customers.
Update: They think it's a good idea to turn off the lights and they no longer provide cloths for wiping the machines 👎
I think they have misunderstood the concept of inflation, raise the prices don't make the product worse...",Veron
726,Jette Mikkelsen,"Nice place to train. Appreciate 2 floors.
Always friendly staff who guide in the best way",Veron
