enterprise,author,rating,review,platform
PureGym,Ivan Penchev,3,"Small and exclusive gym, One of the thing that pissed me most about it was that I wanted to use just the gym, which in all other gym from the Fitness world franchise cost 150 DKK, however this is not permitted and they require you to make a full membership for their gym and classes, even if you dont want to visit any of them, which is 250 DKK. As i said exclusive.",Google
PureGym,Zaul Tooz,4,"Good center for training, one of the original centers in Aalborg.",Google
PureGym,Zeynel Gazi,5,"This is the best fitnes. First it's close to me, second it is very big.",Google
PureGym,Afshin Loghmani M Toussi,3,"Very friendly staff.
It's one of the most expensive fitness world's centers in whole Denmark, but it's one of the most under equipped ones. You can find more equipment in lots of other cheaper centers and also the devices in this center already present in this one, either have less features or unadjusted, such as the treadmills, the scale and the rowing machines.",Google
PureGym,lleeoonn119,5,Very fine place,Google
PureGym,samira najafi,4,It's good with less variety of equipments.,Google
PureGym,Anne-Sophie Metais,5,They are trying to kill you! I guess that is the point..? :),Google
PureGym,Thomas Farsakoglou,5,A really spacious and organized gym,Google
PureGym,mayquelin herrera,5,Very nice gym…. Clean and well equipped…,Google
PureGym,Reza Naeemabadi,4,You can find several training equipment for chest and shoulders in the first floor,Google
PureGym,Mughun Dev,4,A decent place to workout 👌🏼,Google
PureGym,Chris Højland,5,24 hour open,Google
PureGym,Ken Ejstrup,4,Nice place😉,Google
PureGym,Vera K,4,"I really enjoy Fitness World on Jens Baggesens vej. They have the best choice of training classes in Aarhus to my knowledge. I live in Tilst, but the Fitness World there basically has no classes at all.. maybe a handful spread over the week and often mornings.
So it is definitely worth driving to this other Fitness World with lots of evening classes and friendly staff.

The only thing is that in summer it can get very hot inside and the air is thick. So the ventilation can't keep up with the amount of people training.",Google
PureGym,Mikołaj “Złączka” Chomacki,5,They say biggest gym in scandinavia. This place is really cool! People are lovely. Can bit crowded in aftetnoons,Google
PureGym,Mika Summanen,5,Amazing cardio classes with great atmosphere!,Google
PureGym,Thai Hiep Bui,1,"Quantity over quality, very over rated, expensive. Poor cleaning and poorly organized both from the customers and the employees. Dumbbells lying everywhere, weight bars every where on the floor, racks missing dumbbells for days is a normal thing. So many machines that are so close to each other it is impossible to move around without hitting something by accident. Not very friendly staff.",Google
PureGym,Daran Young,5,Fantastic place to stay fit!,Google
PureGym,Lenka Švidrnochová,5,"Amazing gym with two floors, therefore enough space for everyone. Highly recommended for trainings in the heart of Aarhus.",Google
PureGym,suverenia,1,"Very expensive place considering that the sauna and steam bath never work properly. If the sauna is not down, then the steambath is down, and it takes months for them to fix. The steambath has currently been down for 2-3 months, and before the steambath broke down, the sauna was down for an equally long time. Conveniently, now that the steambath has been down for ages, they restricted the opening hours of the sauna to just a few hours a day, and it is practically closed in the weekends. Sauna and bathing area are usually dirty and unhygienic and often smell of urine. There is a lot of mold in the sauna, which they scrape off once in a while. The bench is bent and unstable, and the walls of the sauna are getting ripped apart. And noone gives a damn.

This fitness chain took down fitnessdk and turned it into utter garbage.",Google
PureGym,John Muller,5,Excellent gym that's just recently been revamped. Has everything including full machine setups and free weights. Spacious and has a nice dressing room and sauna. Conveniently located right in the middle of town.,Google
PureGym,Jonas Elm,5,One of the best Fitness Worlds I have been in. It has a good selection of all the gear you need. Not too crowded in the morning and a major plus is that there is a sauna and a steam bath.,Google
PureGym,sachin kamble,5,Among all the centers in Aarhus. This particular center has the sauna facility. New and well designed. Can be too much crowded after 15:00 until 20:00,Google
PureGym,Luciano Andres Gino Canton Marval,1,"The balance at the gym have been broken for months, I have been waiting to weight myself and see how fat I am atm for too long",Google
PureGym,Klemens Askjaer,4,"Has everything there needs to be at a gym but there is a bit crowded sometimes so you might have to wait in line for some things, but it's rare. Overall great gym",Google
