ID,text,rating,enterprise,Not Determined,Staff,Equipment,Hygiene,Location
148,"Has come back after the summer. New center manager, the lasse system crashed, no attached personal trainer, parking rules have changed to shorter times.A little bad start",3.0,SATS,-1.0,-1.0,-1.0,,
149,"Sats westernport Absurd bad service is the first...Absurd Bad service is the first theorem that I choose to start this review withThe evening to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. seems so bad style and not least incredibly bad service.",1.0,SATS,-1.0,-1.0,,,
150,"Sats Frederiksberg falconer Absurd bad service is the first...Absurd Bad customer service and lack of empathy service is the first sentence that I choose to start this review withThe afternoon to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. But I've been noticed when I get full after into the changing, where an employee is walking around and looking, is cross-border I think so bad style and not least uTruly bad service.The music so loud that even with headphones you can hear nothing else a noise and bad music!",1.0,SATS,-1.0,-1.0,,,
151,Because of illness I didn't need my membership and was recommended to suspend it for 45kr a month. After 1 month I would then cancel completely and then get to know that I can only by paying a full month regardless I can't make use of it. I have then paid for 2 months plus a month in suspension and I haven't been to the center once!!-----updated 24-8. Sats has after the above contacted me and we have found a solution that satisfies us.,1.0,SATS,-1.0,,,,
152,"Leg extension still doesn't work. Otherwise, things in the gym itself work well. The staff is friendly and always greetings. However, I'm unhappy with changing clothes, bath and sauna. It's very dirty and disgusting. It doesn't smell good. The sauna itself needs a look through. The glass door doesn't close so it doesn't get really hot. It's constantly humid in there and not a dry heat like there should be in a sauna. The wood bench is almost rotted and the bottom part is about to fall off with seams looking forward.I was there with toilet paper on the floor under the bench and the floor was marked by not having been cleaned for long. It is, to say the least, disgusting and disgusting to use your facilities and the price taken into account for fitness subscription with you vs. other offers it is not okay. I hope soon it gets fixed. Vh Jeppe",2.0,SATS,0.0,1.0,,-1.0,
153,"I was happy to train there but I don't think it's too bad that Sats is sending people into debt collection because there's been an error in payment last month. I didn't know anything you sent an e-mail and I'm responding to that, and now I'm in debt collection Thank you for the Sats",1.0,SATS,-1.0,,,,
154,"Absurd bad service is the first sentence that I choose to start this review with. Sats are fundamentally built on cheating/ luring new students with their so-called 40-50% student discount, after a few months then it is downgraded to 20%. Which should almost be an offense in terms of false marketing, as you as the consumer think it applies to all the time that you are a student.",1.0,SATS,-1.0,,,,
155,Be onest a least,1.0,SATS,0.0,,,,
156,"Current 40% student discount should have been added to already student members, too badly made by you.",1.0,SATS,-1.0,-1.0,,,
157,It's always a great pleasure to train on Clara's team in Elsinore. Her energy and good mood are very motivating,5.0,SATS,1.0,1.0,,,
158,"It looks worn out. Again machines that are out of service (3 pieces), machines that are rusted and machines that are removed",3.0,SATS,-1.0,,-1.0,,
159,There's still a lot of treadmills out of service..... get them done now or get some dur Tight up was amazing,3.0,SATS,-1.0,,-1.0,,
160,It is always a pleasure - for body and soul - to participate in Janicke's hours on Wednesdays.,5.0,SATS,1.0,1.0,,,
161,"Clean, friendly, super good gear",5.0,SATS,,1.0,1.0,1.0,
162,"You need new machines, it floats with paper, the toilets in the dressing room are disgusting, dumbbells are set up randomly and sometimes scattered around the center, other customers hardly ever put weights in place.Apart from the machines, the above can be corrected by starting to set requirements for customers.",2.0,SATS,-1.0,,-1.0,-1.0,
163,"We have just started and received a very friendly, personal reception. All equipment was tip, top. Looking forward to continuing to come SATS Køge, white city",5.0,SATS,1.0,1.0,1.0,,1.0
164,People block the machines while they're sitting and staring in their phones.People aren't nice to make the machines run when they're done.,4.0,SATS,-1.0,,,,
165,Feel welcome at the center,5.0,SATS,1.0,,,,
166,"Withdrawal is completely impossible and impossible to get in touch with the company.This has been tried through ""MIN SIDE""",1.0,SATS,-1.0,,,,
167,"Nice, clean and all you need",5.0,SATS,1.0,,,1.0,
168,As usual - all good,4.0,SATS,1.0,,,,
169,"Generally speaking, SATS Valby is a good place to train. They could invest in a little more weightlifting equipment, but it's a small thing. However, they have massive problems with people who don't clean up after themselves. The place is often one big mess where I have to clean up other people's mess before I can get started with my own training.",4.0,SATS,0.0,,-1.0,-1.0,
170,"Sats are both and.On the positive side are equipped well and new and there is plenty of space between machines and benches, and the staff are always smiling and friendly.On the negative side. Take headphones with you. SATS insists on playing infinite monotonous counters cover very high, so if you're not in the mood for the sound of high school celebration, bring your own music with you.And it draws a lot in most centers and in all spinnigsals, then bring a jacket to your training",3.0,SATS,1.0,1.0,1.0,,
171,Must pay for an extra month even though I quit my membership before the 1st in their shitty terms it says well hidden away that you are tied +1 month even if you quit before the 1st bad style,1.0,SATS,-1.0,,,,
172,"They closed the steam bath, had bigger construction and still raised the price. And after all, I have to pay an extra month just to quit. Terrible business, unhelpful customer service.",1.0,SATS,-1.0,-1.0,,,
173,It is delicious and clean in SATS Birkerød. They have a very good selection of machines,5.0,SATS,1.0,,1.0,1.0,
174,"Fucking dirty centers, poor quality of machines and farmer-catching subscription system. Prefers at any time PureGym. Here the prices are cheaper, being taken better care of the cleaning, one hardly finds that the same machine is defective twice in a week and even with an all-inclusive membership that involves one free product from the refrigerating machine every day, PureGym is still cheaper",1.0,SATS,-1.0,,-1.0,-1.0,
175,"When you sign up for a free trial on 23/7 when you get a trial period and free creation, it says when you sign up that the first payment includes remaining days this month, prepayment for the next month as well as setting up fees.Totalsum 0kr· you get this month from 23-31/7, next month and creation free of charge.Please note that you have to remember to cancel before the 1/8, so as not to be charged for 1-30/9?, if you don't like the gym! It's therefore come and buy amonth free and we draw you for the month after! AND for the week from the 23/7-31/7, even if there had been any other inflicted upon registration.Ponderingi, PAS AT THEREUDE!When you call in and e-mail them, they maintain to have money. We were testing that in court!",1.0,SATS,-1.0,,,,
176,"The center is clean, the staff is always friendly. I train in Søborg.Gentofte is closer to me, but the center itself is very dark and there is too low a ceiling.Since there are always too many people in Gentofte, Søborg is much-much better!",5.0,SATS,-1.0,1.0,,1.0,
177,Training is good enough! But clearly bad that there is almost no team is more!! TRX away from the Fish Square really bad it was a super team!!! You have to jump around between places it is straining,3.0,SATS,0.0,,,,
178,"SATS is completely updated and you will initially be happy when you are in good surroundings. Staff are always in meeting and pro-active even when it is 5 in the morning, where I primarily train. I work out in Kongens Lyngby. I am a Platinum member and have over 5000 member days. Kurt Bech, Kongens Lyngby",5.0,SATS,1.0,1.0,,,
179,"Good gym, good team instructorSats Gentofte and Majbrit Demant as instructor",5.0,SATS,1.0,1.0,,,
180,"After SATS, Nærum two months ago, has hired a new daily manager, Thomas, Thomas, has really put into practice the purity and structure of the Centre.Thomas went in from the first day and took over team training at Senior Functional when the director stopped at today's notice.He also set up a new team, STRAM UP, and runs these teams better and more educational than you have known through a membership in DK./SATS for the last 15 years.Make sure you keep him!",5.0,SATS,1.0,1.0,,,
181,Bad customer service... you have to chat with them instead of being able to talk to them. When they don't know what to answer then they close the chat. Not exactly the best customer service I'd say. Don't recommend this to anyone.,1.0,SATS,,-1.0,,,
182,As always a good training with Michael in Birkerød,5.0,SATS,,1.0,,,
183,I have been on teams in Abc and Falkoner since 2004. Can very highly recommend!!!,5.0,SATS,1.0,,,,
184,"Nice tools, good space and sweet staff. But there is no ventilation, damn buzzing, especially in the dressing room and the bath.Mvh Søren",4.0,SATS,0.0,1.0,1.0,,
185,"SATS is a nice place to train.Synes I get a good service, both from the staff at the reception, but especially from the various instructors I meet when I'm on hold... Many centers. As a minus I think that many of the centers need a continuous renovation/upgrade. There is no ""luxury"" over SATS anymore compared to other centers. The changing the two centers where I train is very worn, the showers are bad. And the machines take a very long time to be made when they go in sthicker - a ""technician is called"" sign can sit a long time on a machine before repairing the flaw.... When I still give 4 stars it's because SATS is just a nice place to come, and there's always a really good mood no matter which center I exercise in. So once again, great praise to the staff...",4.0,SATS,1.0,1.0,-1.0,,
186,"My favorite gym on Nygårdsvej, especially after Betina started as center manager and not least staff,they do it really well.Members must be better at cleaning up after themselves.Eternal problem...:)But the music in the center is often very high (at least early morning) and it is often hip hop and gangsta rap,maybe you should try the music that addresses a wider audience,all have earphones in the ears alligivel,music can be so loud that you can't hear your own music on the islandrephones and I turn to staff, but they are not much to turn down.",3.0,SATS,-1.0,1.0,,-1.0,
187,Solid training with Jacob.We gave it gasCan be recommended,5.0,SATS,1.0,1.0,,,
188,"Incoming personnel, clean rooms and machines, no mess.",5.0,SATS,1.0,1.0,1.0,1.0,
189,Again Karen in Herlev is the best and sweetest director,5.0,SATS,1.0,1.0,,,
190,"I paid for my membership three days ago and still haven't received a confirmation of registration or activated my membership. This hasn't happened, despite the fact that I was assured that it would be done today when I called in at 08:30.It's already impeccable that you have to wait from payment to the creation of membership, but it gives an even worse experience when you are given a prospect that doesn't happen.",1.0,SATS,-1.0,,,,
191,"Nice selection for machinery equipment etc. however, unfortunately too hot, summer as winter. Also poor cleaning by machinery and equipment.",3.0,SATS,0.0,,1.0,-1.0,
192,I LOVE to train in Sats Birkerød. Nice place and amazing staff and amazing people.,5.0,SATS,1.0,1.0,,,1.0
193,"This review applies to SATS Falkoner at Frederiksberg.There are too many trainers in outdoor shoes and who do not change at all, and if they do, they do not do it in the dressing room, but in the training room, or in the halls for team training. It makes the floor dirty, and it's a little sad when you get yourself into clean indoor shoes. There are also a number of lockers in the lockers where the doors have been pulled off. They have been for months, therefore it would be nice to have them put on again.There is either no airthe music in the center is often Ganta rap, or hip hop. Thinking more that you should try a lot of music that is directed to a wider audience. The group of young people who hear that kind of music already have earphones in their ears, so they don't hear it Otherwise there is a good selection of machines and the staff are cute. But if SATS Falkones are to live up to the subscription price, then I think that the things mentioned need to be broughtOkay.",2.0,SATS,-1.0,-1.0,,-1.0,
194,"I am pleased with the positive development of team plan in Vallensbæk center. We have got one of the best instructors/hours within Pilates (Zsusanna) and Stram op (Janni). In addition, I am pleased with an energetic Body Jam (Annetta).",5.0,SATS,1.0,1.0,,,
195,I think door is a good training center. I just think you should be more obscene that there are some who train in their out footwear but it's not anywhere but all in all ok,4.0,SATS,0.0,,,,
196,There could be 1-3 rowing machines underneath. +2-3 hand bike trainers in SATS Valby.,4.0,SATS,0.0,,-1.0,,
197,There is a good atmosphere and the teams I go on are super intensive. I feel comfortable when I've trainedRødovre - absolution and bodypump with Grethe Ziegler,5.0,SATS,1.0,1.0,,,
198,"The indoor climate in SATS valby is so poor that it is tragic.The problem has supposedly been going on for many years.I am incomprehensible that you are content with this obvious problem when you have the country's most expensive subscription prices.The unhealthy indoor climate creates discomfort and great discomfort for the training course, and it can be felt very much by all visitors.Get control of your ventilation system! It's the least you have to offer your members. An indoor climate with heavy, humid air can bother you.the airways, and it is under all criticism that a fitness center completely neglects this.",1.0,SATS,-1.0,,,,
199,"Now this center at Frederiksberg Everyone soon had a sauna theme throughout the center for a month, now get the ventilation system done.",1.0,SATS,-1.0,,,,
200,Super spinning 2.0 with super instructor now we just hope there will soon be new spinning bikes they are some of the tomahawk bikes they might need a replacement they are mega gsmle,4.0,SATS,,1.0,-1.0,,
201,"I have been a member of Sats for years and in Glostrup we have pointed out the following problems just as long as I can remember: The friendship in the bike hall doesn't work well enough, black plates on the windows make the hall even warmer and then there is generally not very clean in the center. It's said to all the center managers who have been in the past many years, we've complained to Sats through customer service...Well, there isn't what we haven't tried...simplen NOTHING. It's expensive to train in Sats and it understands mNot really when you experience how bad customer service there is.NOW THE WORTH PLADERS get away from the windows in the bike hall and get a ventilation...The center and especially the bike hall gets 0 stars.Bike instructors get 5, absolutely the only reason we get to the center.SAT'S answer 27.6: clearly shows your policy and foolish explanations.The black sheets attract the sun and there are probably about 50-60 degrees at the plates.And once again why are the plates black...Why aren't you listening to your members, we're using the hall... the black plates need to be removed and they can be replaced by sunscreens that sit outside? But it might be too expensive?",2.0,SATS,-1.0,0.0,,-1.0,
202,"Have now trained regularly in SATS Birkerød for about 4 months. Sweet, welcoming, helpful employees. Good trainers. Has become completely dependent on their bike team. Many different teams. Clean, delicious and good atmosphere. Space for all kinds of people.",5.0,SATS,1.0,1.0,1.0,1.0,
203,Always nice to get past SATS in Frederikssund.,5.0,SATS,1.0,,,,
204,"Terrible course with the rate, Sats sends mine to the debt collection even though I have given both my account and short information. Shame you.If I could give 0, then I would have done it.",1.0,SATS,-1.0,,,,
205,"Professional advice, high quality machines for training, comfortable physical framework to train in...",4.0,SATS,1.0,1.0,1.0,,
113,"Great center to train in, especially crazy about the sauna(when else it works).",1.0,SATS,1.0,,1.0,,
101,"Sats Glostrup for your info: Once again, breaking into a locker in men's dress and car has been stolen.When you're standing on a treadmill you can see that more people just go in without signing in and are pretty sure they don't pay a quota. Especially at night There should always be one at the reception and hope you have surveillance camera.",1.0,SATS,-1.0,,,,
